,Q1,Q3,Q4,message,length,message_2,colour_green,colour_blue
1043,Blue,42,"#K?~`+_vT6)5FT[Tj>q(iUb:u\s.{t3'JcNAa~|6f7Xc`U=v>1:_xY%XCJ_,^S3;b!W/FtoeD|IDti",1,78,0,0,1
1044,Red,69,"D@},`Vv3/NDvS6Pt&=x.6OGc""Rq~e};(]D&j pkkB@ZdWJRNzk43m%qvk&~^P38STYw7E.|I_gJ?U[\",1,79,0,0,0
1045,Green,49,"=?_rrN5n\XE7>]l[^:;9ANqUYH~2<BJg$\\|hJmdW"" Hfj3#L",2,49,1,1,0
1046,Green,54,".-qRbfSm{z3jbXR#c/7l l5""hyyp.j,4]{CilB>BR(Y_oV y>W>,K)nMjTHyeO !qhXz#l*@c/bK[s(",1,79,0,1,0
1047,Blue,36,":V8 b6FO]].hOe+#BXpVn5)m!t'HTTiQCHfSC&uFu}%C5[&l3jv""(! <fFmaY!ESTP@i<]v@4L/XZPx|0?x~:2|WgLf+U",2,93,1,0,1
1048,Red,96,G`&_eF2\_[-<stnMG5n-U4hyhy\,2,27,1,0,0
1049,Blue,36,rf% SV~^4uZ[>J}/O7N2+ENBfyw*e&RqKoXd=_KN>U vaMaf4KStvTLPs~pX;?a.%RRY|F;vHi*s4e*<2AsRo/+8EBI=&:f+,2,96,1,0,1
1050,Blue,44,"\2De&ZJG7Qp-<u?E5MjfIhV(!vQDh!^n`IH@twdw0E;tvbrF|pFan-=+2ptL94dH',2myfG@-3z5z}|O)#E>i{KQ%-em*W~x",1,96,0,0,1
1051,Green,70,"=W<wt+j{UoBxiJq'bq^';dPFGy .s^IYbpt)Ffr:c?v{2xn'|iRyETDlN~tBC/jU,n",1,66,0,1,0
1052,Red,102,"WA'iy!,Uc-vp>YuEnW)2Y]nw8S^sDagptymHb,'",2,39,1,0,0
1053,Green,28,"i0);a{NeAtYfq*sHhN<kQctcoUDUtWl_idawB`H$lUy+J)$O,",2,49,1,1,0
1054,Green,57,-K?X(CiW_Ub:5{I7*&I*~{O!;|f<?x{uZ^|4Ve.,2,39,1,1,0
1055,Blue,17,"'!zK]d,1""BYB@tN(^*|XE^ozU5&9*%^Ms<7@Tb[uAV$m4yR*F?QBc}1Ww*H7-G91-YK9*nyaQ3|K)G~R|W'~!-{",2,87,1,0,1
1056,Red,85,x~f%!(OHRXm}00Yp\Oiv<c74'*+32%?<+GEpiR^6s73$,2,44,1,0,0
1057,Green,81,"?OZ~h^f\tGCe3Z`8ul5:Upxwvh &$zUA1QDB)2ZA-k,2R'pMw:5{4yvO9ycpwdf2""k",1,66,0,1,0
1058,Red,8,"\')a*F0(>;6n(d]ns*#x)bu,N!%142N_f\r&f@wb6's~Xw]LF,Oyf:6NDOLmi4oXUyh=R%Zg<'Ok]$7n}2!V:DRPh$",1,90,0,0,0
1059,Green,30,<m81[IL6f+!U;q!MJ4+JK^T+,2,24,1,1,0
1060,Green,58,"{s`MPq4S[YrJ+xg[1l4PIt1VS{M\?,;(<:<!!VlkJawDT 5 91|IL6i^mS[,CJE#",1,64,0,1,0
1061,Red,79,>,2,1,1,0,0
1062,Green,74,"yuANJ/B&5n0Hv})vE46'0dud4Nh<ot+jhJ_KKYI`WD,y=Am=ma7B]V<",2,55,1,1,0
1063,Green,32,#K?'N)Us\<qV4}<[ZMTQg^wwB;PFj~XvG]jj;<WX._\y0 jdc*&eyt4oG}!*wG2{,1,64,0,1,0
1064,Blue,7,]nXz:B2OlitFuyYVh'>'Y.8uXburZkn9~$LiW_Z[= IGt+}Ygin$6C_.7@?G7CcrZRs%[?_X{GCF0{,2,78,1,0,1
1065,Blue,47,<*$S1Rhy3#WW~NP;Q)[dlxf-dZK[W?O9Hj-DOy5v;5`\]]`j~-[ixP~h%i\qL{LWWt'lG@5P=vt,1,75,0,0,1
1066,Red,69,K,2,1,1,0,0
1067,Blue,44,$zd2^EBKPGZYroTU*+hY10G*v.oAD8KO{>Mv{*3s4`-UTt9X[[n{ZQT3b[]J=08 GDYs$j.a8_8C-l#Z{r6r56=RP0:wP\?,1,95,0,0,1
1068,Green,30,"{8H)~+0l',`(7""6W8o}88|><Cc1fCp=e)gE:g&'32{iGFVkNJy13m8'b,o#^_(",2,62,1,1,0
1069,Green,54,"sJtgK+Lo6'z'@:MqzK#,65'vewR =mGwoT4;{?O8EADVk);1$zKvvvjO!j[N\1\",1,63,0,1,0
1070,Blue,27,"bV~(SRN&z`SpI`2'60h2zy>,E|tl|XpXzpf[or!m|M]DPZG0x1dluvSiy:m %/q^%F7rcH_)Mc''DhYsa#0>lli!chaltH.!ik<",2,99,1,0,1
1071,Green,40,"p|~mPTM%$1,d;qUDO@otg/:+duzDXx\\l&t7x|Ff}dDuHl5lW;VU`+3}8KEeLU{~>$1hZ7EoxBQ.o4lxwh%>UO$MGGTr",1,92,0,1,0
1072,Green,41,"WwPdI/:r1$(NtK<O=.j@$Nc:dxf]Nh`A;Qk zTf)Z3a)qtA?$;0zgNo\vxDse2"",Z*{>",1,68,0,1,0
1073,Blue,13,"""=/F""X,?V we =?bz9gIMb*EWS.`A5lzn{s%;ji}_ia&$cQaj|i['uxeuZC.q#y""-4fwIBHi--RI$I""|7YE-4;qYRnRIg`+.!V$CZ8qup",2,105,1,0,1
1074,Red,8,"058j,T~\vvcR!1Ki<Iy}JEpd0B^.TN8:AiNKSV0>3,:vs@tVKok",1,51,0,0,0
1075,Red,38,JA`]l69CLz-q*.YkSO2lxkRkj7xWWUEl><d(\*A$ad42t$+iPQOv/@VZx5jZN/5V05zh!!K-$Qn70TUY}u!~[,1,85,0,0,0
1076,Green,49,"HMo\Z""@B\*T^2 <7&mGH0YmvL'qVQ(DnT`K9V>Tzx#^IWd^(0=dj""I!kf]~#",1,60,0,1,0
1077,Red,-3,]UyeP%RdPwTN;d><NQVr49@[S fv4ML!&NZQi.\bHLDVK{-v6\SE(L>3D,1,57,0,0,0
1078,Green,50,"\:%FM_YVGcN}{?Eq5d\s5y0mxu][sA]=4fDbPtD]At~:LTbgtd.MUvo`2{}Un/H""Wtr~'N7-(V[*8#+M9rC""vSZc*yV",2,91,1,1,0
1079,Green,60,"+)%-j1fUU\%?6MyFv*\VnK':7ZaX(#2q>xk+a\sYF?bvP"")='I`UVEPTV[we:\w@Ql",1,66,0,1,0
1080,Green,81,"d|mve%GF3iI.sv1viaIf:*{75=dS5#q)'8vkCCK""4>wFn}A(>43p&#5FM,bzM!vU:gX4`PUI}l{9TTnqa5LLy_mxCb^",1,91,0,1,0
1081,Blue,16,"b%Ng,>yCY}ef""]/EeA.xQ#T9Gk=Jd STym3M2g#t8erLeR*L>a*/fU&OG A.aBq/kwiV#f3:O5..<~JL(4DrXt0&D0. $",2,93,1,0,1
1082,Green,32,"}(&z,WCL""gg8NtZ!55nS\V=iy7wn[<TXhb|#::DI2+sWF=-hQL.$W5&tC<:zOt_|,9wRm1WNm'",1,74,0,1,0
1083,Blue,37,"C`ER[kTur$""?$4Jzo;ag*$~6%MUI.aDcl]O<!v.(Lo+<\adiayl|N{D462K'qH(lIJFE2(>iueH=~:eJ]=J-puZCBP<A2k ",2,95,1,0,1
1084,Red,23,"3Q^9y;Z:!~qORK>asp-;VLpS&6h)McgxQz;$7RVRpkW~Pm`UhY;+A,S1F|",1,58,0,0,0
1085,Blue,-3,",+v8eP@Etf7'JE)b.H6-}@u1z2/rM[2{_q!`*7~1fkx+jF-QV!7ozgt|n;~ON7O PK+`sdWU}^]=zR/)2BV GvAPy}""}7v4(/0zIv{v=#,3A",2,108,1,0,1
1086,Blue,7,".2=J@v%4%TwJ|-QN5NM2`JDsW*Yk.Km:l2{-_Sx*3""7/2fo=> d@H%lj=9PgIc-Kwv0P*w!9dP:Pw{p2POO^p75aw\MJ@6Y""",2,96,1,0,1
1087,Red,53,"{'d)c7;Jc5tbPAyN=7HNDfqVJu8N4H;.mn7_]/%?0e{wsU:qEpydS7bC'HvUrfrKPp""}B:C)ZfYio",1,77,0,0,0
1088,Red,83,EG ~QE(L5}(`CSq5oA6-z`AG5Cc;],2,29,1,0,0
1089,Green,50,"r:`PYEj{-E)R4RS>;:,b^XS:jFSMX3OhKVp!ZBD~6By%2nG*U#X",1,51,0,1,0
1090,Green,68," 0K#ZM2GDr&5Neb$ 0js(}U,_@NPqj*&X2o5zF>zfWLbaJd]E%6mn_CNI{I92J1;}#,5a82:R4W",1,75,0,1,0
1091,Red,109,"""y@y\(1{oWH%4+$3~Ax0W}Oe;*",2,26,1,0,0
1092,Blue,33,8!Pmc$>2QS3hA>FGmp' RD@]V}[bdzID*0f9jdJ)dk ]4dYwdQxNQBW,1,55,0,0,1
1093,Blue,15,"@^""8tZ#H""*&zK)YD9nUlt@""/4J/kG9f7?BVc#%~_w%j*)GBZ9js$TrDPe_\f=6rvUWFiH?#9 X(a",1,76,0,0,1
1094,Blue,66," eBk>-;8tFb,;_ArtGyhY#SF""<PiK |o4t_920fc23;hD6x,|.",1,50,0,0,1
1095,Blue,57,"gq35J{,<f/9k3uv*2]]ZO5R;_y!j}V#98~|F?:!|Ows><s,VbAg*jGlT#1l>[z*;%m BvtF?zZ[$P??rf.nL",1,84,0,0,1
1096,Green,70,"jwRp0B<DxrE}""""%xi(c-j""qq{\Dz'C*'@P++=eXN[|k",1,43,0,1,0
1097,Red,67,"b w+z1t-Omf,BXV]74(xwS9zaH N%L4iBGu?NEXg}[55$e&l/{fS""vK",1,55,0,0,0
1098,Blue,87,"hYB[]z6YqxC""ShqJU""[I\N)PsJiPsZ*RiFy@8ZfzwUyw|6ekGf/A8)xou{M",1,59,0,0,1
1099,Green,56,")5Xx[OiLrCu+!y>VZK;UYk;bt+CL6hN 3qG>C""M jfK1Y4\D_Io2fA7mid{/Yo'i.0*8^b';P",1,73,0,1,0
1100,Green,34,5}MabU.I9r-T06^_JXTmEMEW?ddI\@ul9w1KcRU->kyL!s4#h~@u' cB~J}nG9Kdx{bN,2,68,1,1,0
1101,Green,29,{7t]XZ&eXt10:A/)a!eyvrQmT-H}D1HWd,2,33,1,1,0
1102,Red,60,a,2,1,1,0,0
1103,Red,103,>iVSc6+Ew9@7(7.\[ORU.,2,21,1,0,0
1104,Green,40,"ugjni L$nX.g*$Z[hip1:cH^ny""%!|y>-rg6Kv4[>~vx!}V""~:>(}X>7!>+%2D'\3!gq-}8iyR*I!kY",1,79,0,1,0
1105,Red,80,"$JW ""/#Wjj6Bd6k\",2,16,1,0,0
1106,Red,45,"h9Z=b&*F!+`Lb/}?L<+{'t^9rvuo5\|T.KFLFLJo3vU'dol;56`@&BA-xHbWuJ.E?EjF<-cDP]I?)n|!t;B;vCQ1BeO3,a%0U",1,97,0,0,0
1107,Green,52,(1]kcY7'(]^sZ@%eUwQ2v7aRL{p=HcQvVz|N3+|0&<Ib'1VR\HMRtLIjUZNbr\l/.@2P;^/G,1,72,0,1,0
1108,Red,93, /~El]#Inm;,2,11,1,0,0
1109,Blue,23,|H1HRxrJ3Br9$$#P.<I09'e>l}F%{H4vjd;1tc].'Eua4?^_`01K0BP7<# Ny:itPqh 8R0*H(^r-eT?FC=A5z^TUT,2,90,1,0,1
1110,Red,82,*Dk%dg1(glKMk|[;u\_jJ*lTB*B1/,2,29,1,0,0
1111,Blue,28,"[p0Gy8%?EfN[>rm!RzwX7T(""<|E%/-FVlwrA1UU2oX=,X",1,45,0,0,1
1112,Red,86,$ooKQ70NGy2d&~iFgco]lyUhscr<q,2,29,1,0,0
1113,Green,52,$U_GvBoJ85Mo~EXN0MngHKo]m)[/NMW]z_2C-#M^q*0oJ`m)>$50^ |(@z/W#KoiHCO|S,1,69,0,1,0
1114,Red,92,"*Yp9:~puSb@]w,R\x'|MQ",2,21,1,0,0
1115,Red,90,"P""gbC+2q!e1AL>$h70wQ_0",2,22,1,0,0
1116,Green,52,"?ch|y%f\g!^VQ1>~)#*rhc{|cfGzGyGnm`|Yr$-$W=X7%ECYm/}XqIeAihu8y1-%D6}Dt,+!|ZW0'PPD0CprAa",1,86,0,1,0
1117,Green,55,"Em,rnEv,<K:YVV ze4L,""6_5?(py[ew[<+qSrie^#a>W",2,44,1,1,0
1118,Blue,63,"9R,#T7h>Mw!8]0{/oh?[&8""ykOwjON],=MC[a^FLJgQjixRVGq~;ePtgMX/_H&ks",1,64,0,0,1
1119,Blue,42,?~D@Rb5eB`&V4.JG :--]duf{k-t;yp<YIX7,1,36,0,0,1
1120,Green,66,Qdqb;v'VDdp7\THv\GO)B N9r:3Eb%:g6Gu&hYLb'n(A|c+|n4z- WWerh,1,58,0,1,0
1121,Blue,6,"+vsx' tfBhC1CgAl76_+N63+2Xr{FLD~O&%3f,UZ=p+4=3PTch[02jALr+:FE;_q.D8WQfe{\/\G5wHHpRj= T(DCA ^",2,92,1,0,1
1122,Green,51,"6(to_eAip*$f-FD5#-Jb}:npH@9NR2""{Oq-.i(-~64C5Mk _r*f,NAw^9 p",1,59,0,1,0
1123,Red,89,"80+ebr}M;CSxMZL#LWhqP_Z4sT6I2_Ul+:_,F",2,37,1,0,0
1124,Blue,58,"*q:'TQ1ZG_O|#|D%S/Zvnm%/*XegNc]B9j|ot<=XG/?~YlkY0}oa,2m+_/;bgaZ/V@W?:yY.M;1bSC`'.",1,81,0,0,1
1125,Red,63,9mY!D,2,5,1,0,0
1126,Green,53,-Crusxw0EL/=vgy-.&3e+?T}5jC37 Tj'o&1v,2,37,1,1,0
1127,Blue,63,"~j""Vv6H 0ImWJ/KY[P/3(hH*3S76t?a$x+yLADEZ*iY)jJ[SgcORg[h+-oMlP7",1,62,0,0,1
1128,Green,66,"p{%Z8rppGc[eN|c8^""&1?v[>*^v]Q=*:+u.U#) @HB.A1M>GhsZ%2h(]+3F.|Kas^?ee5V|S`?.$7 H+v1",1,82,0,1,0
1129,Red,64,uW/xjHqF$;A-hQ^6>?V0S_!:HDU{h\%nqba/-nfSE,1,41,0,0,0
1130,Red,50,"I'Z3e@d[b`r%""o|~j{PNo[o^^+>#%< y90z2[Fql8=Ybo)OIrhw#lsi].:K=""v6H<[t9WwV/3WF%twAdNzoB7+)0`&.bJ",1,93,0,0,0
1131,Blue,5,AO!$>{=f32-_\tGv SFN`nin}iF(\g!/E3XVc%_&]Rs`|8CWr^$^co+)Q|t\ [1MUXg<+dV#W9sHZaMKEs0H[2,2,86,1,0,1
1132,Red,33,"?s:N^F?@S1sJb|l`Mka\^8H'L~POq]BX7]&,)0 .Xb,le?\0w/Y)U!!{\L3~8}nt[KmGU?)s!OmJt{XO0t'b;<{?KzkM{`",1,94,0,0,0
1133,Green,28,"9$G%vVi{%Y5/<})Xx>IvpZz= =$""W]cFk^U]",2,36,1,1,0
1134,Red,43,<g !R&-FbE&_WRT#2^:9p\8yzd.R/<-3_hO9}!0i\CdO[JrRWRjeu_dh<w(_|*c)n8gDav*]T9h`AHH\vXAG1Y*\Y%|SJ)oTk'8Ws7C6'87|w#L,1,111,0,0,0
1135,Blue,52,.h9}syKUk]Dj'c6m~VSy!MuNWg#Azj`y+q/\R3ltWCbgi?u&YP#b3WHpeH4ZL[b;SsR#]~;4%{e)g,1,77,0,0,1
1136,Green,66,"vy|)'dXD1R^x&S'0S7qQE9}uU8tc5?0&xBY_fOBQ|JyiuDE |!or}>&65;`dWc+(,/6mv""jn2",1,73,0,1,0
1137,Blue,23,"ANY>{HhF\Hb6]@Q<Mw[GL{mu[t`L][o^;FM/d<*om'L#hb>6Z?RZsOYRbi@gc*e{  CUC,ns&dP[!4rYCSaJ6rBWE#X6P",2,93,1,0,1
1138,Blue,42,7[yh*iLe[MDl~N7rKbJ()F=p=m;*'3<+/K$iRZ25g }0mVQ_X(qU2{Wgmt08F/s8w>Y0x>?0EG,1,74,0,0,1
1139,Blue,31,"?EAE,S=5anw=o%0}'Qf3xy26=E1>$79@6>hhx*J>qZP<1nBoOA9x7TJ{PPmZ+U`yZ9Uh&X",1,70,0,0,1
1140,Green,19,Xjk6W'{|*z?|H'l_xh}bwcYjXu#&x{:..KNpZhcZt6N>!5$t2E'n&d,2,54,1,1,0
1141,Red,10,"T:r +GW}|ikA{?FTaX.!1&<4p1''3/_0>H)=x4a^zmg(}MmK/@O|V$\3{I2\8""]/0y'?ecLaY3.ZoaNq5Lv*47VkO 8c",1,92,0,0,0
1142,Blue,32,"Malwf|m+t[3<CE*krR?)$^|a?N)_@BX!'x1c$Zc1Lw93zro\BW(I$AZ^I9w""6FM&,j'zO#4]InhcgN "">2-`:4%p>(`C7""",2,94,1,0,1
1143,Green,36,"w-Ln.*&cm6XEuD_[:`Fbf'D@yi_fho+|neC=;/|,T'<7|NjWu",2,49,1,1,0
1144,Blue,20,"[t9hXU[1?Qv#p%'CWvu1L|A!,_Kn?]Aw)hb#rJt(qd(>A3SM]T;#%0t4k+fP,R< >m&3o<Yf;;2""(s-W-n;NOFjFrY{m*f85p0u",2,99,1,0,1
1145,Red,94,@r#`PHYF6GjOi)RoC/TwaCnBY,2,25,1,0,0
1146,Green,41,"bwTw9y'sa5Q/+""Y5Jz( nc#BB']BFM*dR.O4FA=pzm={7Gzw++}j|&Rq ",2,57,1,1,0
1147,Green,73,-Z_;{PEC)kc<-fkMndyF\vo+L7{$Ut9QKKa1x)x9$r[p#]S[uV&qofdm<`gro{dm\>v5{q|GD@ann|,1,78,0,1,0
1148,Green,66,qF%4)YbpLKAVUZ:w+0yXqeJ55Eb-db8'XqAS{Nrja:50`VQ}o<+u87o1bv/FOk[ui'8,1,67,0,1,0
1149,Green,65,"6Qq}?nyZ;9aTX)'!>+&${D4yO{fp!M.ew(2bZI0;R{<@S!fLd9,W5EM'T`Po",2,60,1,1,0
1150,Blue,50,"bn""y]8lj_yPm8#;aO^t /^hEwR1",1,27,0,0,1
1151,Green,64,"F(PP{j~oobmV3\U{ tVY\cS#I>YM)D`wNs/.1,8&y.qgnPN*DD(fDLaqA<7j}l]L}d(w}r",1,70,0,1,0
1152,Red,56,")`%05cnVys/XkY26L^bpT~{f2_$g8{/fA\NaqR;Xa$r^2Bg/X1=1!2'S*I0.<L<bU,2C'Tc6C;?Vh4Ho)BM1fF/O9&^K",1,92,0,0,0
1153,Green,71,"Ikds# }=#)P6kCr$8j7WWn""|00J:qf~q8.]2QV[u`TH~tE!C'D:onQ0tFQ?j&R>.aaQWt@,x?O-?",1,76,0,1,0
1154,Blue,38,"Mcr_:^c7}[A7,""<v}YK|\V 1pU+(Fk1p:x<L>}h;Br-xX(DU8PnGBlo/C/64(H>SC[]^_Q`Q:Jj]yK!F.P,$-2hG/",1,89,0,0,1
1155,Blue,36,":!X9`EJe'm`L;-`#~vX08kF/khX&)\'ne~;n3OaG)~=z3lB'`u1.sY,oRfbrC^qD1W<zRa!=%!ox",1,76,0,0,1
1156,Blue,18,"jb6h,RA8aKrv<0X8<A:)mXmG(M~0t /xt^|C:!@~PzVm4*i3dKtvYs$z-e^[O/=`XEQQxp[\XD<v!/8a!%}cH+^",2,87,1,0,1
1157,Blue,40,"Xt`{3fV|q+y.^n'xXE}nK' ORviC9P-""fHZ1y\M6g)~M6Wa(]/}<w+[BBG8;(;S20iLg1m&[q<x{}of_g""%86Cff`3`JH9Z{D!LlT>""vZ=G\*_M?~",2,113,1,0,1
1158,Blue,28,"DvO=}""MCTLXhdzr'%/kGTQOsD$?4T:29BMH)Uvd'x<nQA0:MHtDH*]=vqHG6`\Y<_p}>xTvq&EdtsR1@p{)mC(NS0}z;&-aL",2,96,1,0,1
1159,Green,35,*<nUsM?Q%f6Ks'Hm`Q:{bVauIW@Z6FwdPUB+`^81g?U'knmZ@jm wJ_|MW05b %R)5zudO/,1,71,0,1,0
1160,Blue,33,"L~0?HO#/"""",hSY>vYg[MMxM?vi^<H!""i1g+<i4f(^(Th_?I0^fas'N3G6,aD6RN^}1A:8pUAfYbUfw)?fEcC\8+`l",2,89,1,0,1
1161,Red,109,g{;?i37iFf1|*|I2F&2JW2sn5 cf2%0s,2,32,1,0,0
1162,Green,57,"{W{/qnVZer-ee:=7U/*8""<07oq>\9gV!kB&!#(j97pKuP,|4=D*4Y.a(xnjGUXjNA1""hjC<",1,71,0,1,0
1163,Red,96,p4/zXIv\T`jvYPeRlTIt=)}#+psiUB.4_u^s:,2,37,1,0,0
1164,Red,65,"d+ypWIcFQ`=_/Z,Ikb%.QTcsN-|>L/2i6]PLeR>UU",1,41,0,0,0
1165,Red,42,4@1:eJ0=]1NaFOlVZMPlvzoDa~0<m{p|JZ{8Z3T)5`,1,42,0,0,0
1166,Red,35,"_@aue7]@_&9]w;hR,Uj\%wi_3v/~F,7S+~k{@hs<CDg6z%EU4pi5NDj1*=M2R$F\RK,Xq|3w_TWo/k*btj& 8QEM&Du[{5c.ZQ\`gfyhb3KV$|+H<fF3MQ",1,118,0,0,0
1167,Red,99,BfG,2,3,1,0,0
1168,Red,32,"^^i,d>UI8.N2Oqk?Nd3oEU\d^J""L{K38~79{?""B(e,`\#)zsRUyf?cOfQ+grLLxT2@P",1,67,0,0,0
1169,Green,69,:LS%[cg.7\ZqU-v=uVE&#S;;xuISaQjv:dz~p9 ]5'Na7rTqOEjItJWuy9SXWC&0!;EbyRY)09L5O',1,78,0,1,0
1170,Red,21,"3+ ,zPUtH6g>Jvj&*C@rQN[tPtn&y^9m8q~k8aHmiJv&H1X1p0>by#u@#u,^E{kR\y)3!]znCRIp63ecb$* dM$;['_Vj:Kp}Ig}*",1,101,0,0,0
1171,Red,57,"NYJ`spxb[7's[*@h^])B9o,Le,&p6-[w8dhXB]""<5*.]YP^hG>VwFwAE3V9.5",1,61,0,0,0
1172,Red,49,"^TL08`U:j)'|L(8|T0Gbqe#Go,b)y-8v,WqB5f:Z#-,`,ok}u:.3eO^vx[P{dsG!j,$vYjaGFb/$>b] ",1,80,0,0,0
1173,Green,43,"F~Su74C7-E \!]z_r{.4k>QrACT""a_B|Es#9'@~udY1hamk[0>by6:59T`F{Uh{",2,63,1,1,0
1174,Red,102,PyuK\dgEZ<(<Z7XnA4W0,2,20,1,0,0
1175,Red,44,"c%P|3>`4Av8UtH9*gKIJ1hi""d:SUXVSa]`fq(D&oenjExDmax]-,/QN~5q",1,58,0,0,0
1176,Red,62,1@Sz~li 5|ybW:6$hmGT5w1+6|1Zxx1QXP4&;wobBZA[ru=y_m*r1'?_{g6< 7w2;.?L,1,68,0,0,0
1177,Red,62,"#?yr:-;n""h% ;dB(WR\#pSc,R*2MP/TT'Z.t)sa_vL)k]3gkv*0K]xpQFL0K(-_BAp\rMH:@^kDSmJWs7={DY{`,OafI4%~6(",1,97,0,0,0
1178,Red,101,"""YfdCP5A: v`uy<5:~Dd5_5mHIy\gHFV",2,32,1,0,0
1179,Green,53,"~g`7,oXrEeosLBN""Abkbhd$$+fw26m0K<Q3""5y:A&Yy\:^vgT@>M*4u%e?t*TY\Oo?\K5iR}201&[ojv[",1,81,0,1,0
1180,Blue,36,"=32gqmnq`Kr.\pJxkn#?JAow21K,~RuXWd'2t# ;qq\%.I_@vg:6.\a,mf>ZaW\$ADfBc9Dl6VQ4$&T2b",2,81,1,0,1
1181,Red,35,"4`Mp\~u=.>d_e""Z rYq~cNeY{$-_:<s|'AjevR-sv2!!s^0<?A?Vro}E@Y{MC4YN@`rKm;Vj?]c.{=E}P{+nlA@\>X6U9aQ3i",1,97,0,0,0
1182,Red,93,TX{\mth 8YMZT,2,13,1,0,0
1183,Red,94,"fzWMv`g7bIT;!rq*RpX4tcf9xA aFsv>D)_DD, V*E9",2,43,1,0,0
1184,Green,47,BXN=y}% '!lS$&DA#}?sB~<>H.mB+iViD+F60Dg.%XhIM2>:?;zD0]Gv$[un\I7NkBK&_X,1,70,0,1,0
1185,Green,52,^rGC8mL!@MR56sM~J\u%D1J5pP|LT'6eMw<BGw`+WV:^J#$U<Ha4DPj4c$n5u,1,61,0,1,0
1186,Red,80,&;\!:ftdv ADm?,2,14,1,0,0
1187,Red,29,"""&tE~COqlJko*v/g8K[F9hsOzVF6HJYk=9)<8'7(&c'!k!2j|M.KLiG8=*3d<xWS:s\i9&_ZUSOXlT|]8Bc0%cgk",1,88,0,0,0
1188,Red,90,qQ!Z8B8IK)4eBkv;f2s!eY'FM6,2,26,1,0,0
1189,Blue,77,"[bz7B=\K ^scEacQn]WkzX=c}>v(P,bY1x8oL`\<XQ=<ry/hB(*Q{eR[(",1,57,0,0,1
1190,Blue,-20,"w%aVS|. 2p+DJ|Zea/5pO3%\TXAN""VuF>LcrQhz>cC,7PtO>!'/{Hg+r*PP]|xjw<$}Ub}B)HG*4E>HLb:YUq&Eg.8",2,90,1,0,1
1191,Red,96,vw][)b7ooKPznT,2,14,1,0,0
1192,Blue,29,"e:3}bLgkl(D}s@t;[r+%NS'W4[o sVpw).%}0$/++`?,hU,=}*\#_Js&`])z#KTKw\8l3'0gfo|r`,z&E^Y6/",1,85,0,0,1
1193,Green,68,"$C5XkQ8wzF]re&p%]=79X""t{Q3ftvEN|uEc_""M&4Q>wP3\vVUH(uj7mX w4n)SkQ,'K",1,67,0,1,0
1194,Blue,19,"P1O/Ji""o&ut_WyOWD;g{ZK5SV9np? .6.TiC,0A;RS?Jv}7:N9s4(Tj\cZlz3'q%=Q.u(hrVXDrymo3=!%nM/D)l_5PHCD.Ot6c1!la+-Q",2,106,1,0,1
1195,Green,40,"<qVkDe@1>""hwGd$.~?-2CeoZ&AQNM^b5O!w&F/5j@.?<HuH{c,tg(lHs78C*U=v$,rRH",1,68,0,1,0
1196,Green,67,"*""t*+H09+N2r7BdPp#F}REJH;L:z)n^yKRm`Y|qMFQDpmNm$`my#R_X|fW/6{un3i\0 `9k*_/[|E*""",2,79,1,1,0
1197,Green,59,"Dq1=@g;osaAIsq]FlVT0""WxJI,NH 2=yL/* y,V@;s=ejoS(F,76 f/M74k+}LB3",1,64,0,1,0
1198,Red,41,"W@rv?o._wB'z4{I]=KiNDTn9*N^1|XUJ;PRWekWa3)^ZybM@L`AA)j'-7y""8gMx?Fl9S0X8m",1,72,0,0,0
1199,Green,28,6Q<i$>Rz|'RMi5uv=IzV&O?^.6sRyhSdVIZQ(sxg[\g#YKWKZH,2,50,1,1,0
1200,Blue,90,"k8N433`,3qzQ(lwA.l^e8z$%LB.Tx<0XbQRN@jF\o?,+9S ppqLxT<}@W^c@^",1,61,0,0,1
1201,Blue,22,"\,E+yaK4nF&P4s)DTC+WFzXhyD{EcK*@Q?SP-2Clv&WP'xau[j\DDb1Qt83%1O5$yHN_~K(  y?.^0S`1\4.k""5NDijc",2,92,1,0,1
1202,Green,49,6-D)Xy7%Fk*vFKjFhs&h}r'lR;S2|>^j2XrwI;P8Uk{`v'- U7[!Y;u;zjWt;`J0s~IrT*g,1,71,0,1,0
1203,Red,79,^,2,1,1,0,0
1204,Green,59,"('BkC/-vZiBo*<{;O-57c~0l!)c^Y=/""r':NNOr9%zg#$~U=)Lt9+.vv)",1,57,0,1,0
1205,Red,105,!{7s%&?6O?X+W22!5x,2,18,1,0,0
1206,Red,81,l5rR9IaPOa,2,10,1,0,0
1207,Red,25,"0yJj5$pe:PUw@gO[Xsa`-_LW8'~y`,xjWu--NY0oA*1 @J0e_4n",1,51,0,0,0
1208,Blue,23,]U^2*k5-U^wfOl{MQ7O EpRSG;=zio-[$o0)@azbg]YErO(w2.StGS,1,54,0,0,1
1209,Red,94,XiZmg*7G1hcN]M*/U~)UQ,2,21,1,0,0
1210,Red,41,"&f$-,}1sM(*H%Np=sxF]ZG}wpO%QHC$4$PO9l2$f~iUKhfsZ[6U48=]tUEZFtFad0F>vIDUd5",1,73,0,0,0
1211,Blue,51,"K!?)vw.0AC6qc5""4Jp1y7BnlXE)K%abnORvjjvobHs93j@y9qLix9{j37''J+rz`!UOZB",1,69,0,0,1
